bin,time_start,time_end,density_veh_per_mile,flow_vph,speed_mph,N_mainline,density_bin,scenario
80,4800.0,4859.9,45.716704380596454,1997.0726799991455,43.698990908294924,108.24333333333334,50.0,Heavy
81,4860.0,4919.9,45.301392343141465,1968.2320889693312,43.48577448435254,107.26,50.0,Heavy
82,4920.0,4979.9,46.113010612947576,1947.6508047259424,42.24074232166953,109.18166666666667,50.0,Heavy
83,4980.0,5039.9,44.962103526101956,1925.3191838750995,42.818348851258115,106.45666666666666,40.0,Heavy
84,5040.0,5099.9,45.384454750632464,1972.710482663011,43.46622864817106,107.45666666666666,50.0,Heavy
85,5100.0,5159.9,45.17961440673517,1920.3724487841812,42.49281254453206,106.97166666666666,50.0,Heavy
86,5160.0,5219.9,45.01137783563052,1944.0810619068782,43.19880874503726,106.57333333333334,50.0,Heavy
87,5220.0,5279.9,44.85651571996934,1931.7450019078942,43.09557746522024,106.20666666666666,40.0,Heavy
88,5280.0,5339.9,45.47807593873672,1939.1838387636262,42.6292967922765,107.67833333333333,50.0,Heavy
89,5340.0,5399.9,43.92100775763428,1909.8217689019934,43.47445174578535,103.99166666666666,40.0,Heavy
90,5400.0,5459.9,43.83653751272818,1912.6507950633559,43.63976281230219,103.79166666666667,40.0,Heavy
91,5460.0,5519.9,45.44710351560448,1949.355024943879,42.882339884075854,107.605,50.0,Heavy
92,5520.0,5579.9,45.07050700706479,1972.6165861625705,43.76794417708991,106.71333333333334,50.0,Heavy
93,5580.0,5639.9,44.487662317212695,1929.1244042962003,43.371135335780934,105.33333333333333,40.0,Heavy
94,5640.0,5699.9,45.924360399323945,1969.7777259268464,42.88720106701099,108.735,50.0,Heavy
95,5700.0,5759.9,45.674469258143404,1974.3647665187736,43.23520004993425,108.14333333333333,50.0,Heavy
96,5760.0,5819.9,46.06373630341901,1925.4374392757545,41.801522780029366,109.065,50.0,Heavy
