bin,time_start,time_end,density_veh_per_mi,flow_vph,speed_mph,N_mainline
10,600.0,659.9,36.53126916576562,1572.9936718357164,43.058746260634635,86.495
11,660.0,719.9,36.3383954398967,1588.6645779200887,43.75642073898022,86.03833333333333
12,720.0,779.9,35.46835191736386,1525.4981604368618,43.027268509020175,83.97833333333334
13,780.0,839.9,37.344999191694384,1625.643964514874,43.52559487756449,88.42166666666667
14,840.0,899.9,37.613896137978806,1637.0035087179951,43.57322497647985,89.05833333333334
15,900.0,959.9,37.85534025466874,1565.3504273262922,41.386540733904376,89.63
16,960.0,1019.9,38.67118203672016,1666.082706279147,43.0774717971597,91.56166666666667
17,1020.0,1079.9,37.513235762799034,1633.0831655606232,43.54174951704528,88.82
18,1080.0,1139.9,36.692466549794766,1587.2767099325174,43.28678095083145,86.87666666666667
19,1140.0,1199.9,38.15169003054765,1543.5367793704438,40.442463297940975,90.33166666666666
20,1200.0,1259.9,38.25094256831231,1658.7252414643974,43.36940466233373,90.56666666666666
21,1260.0,1319.9,35.63870024459116,1562.6991310884755,43.84638509213401,84.38166666666666
22,1320.0,1379.9,38.29669728430312,1640.8858547327366,42.83399148791917,90.675
23,1380.0,1439.9,36.9726261954,1599.8565271155528,43.3157137653326,87.54
24,1440.0,1499.9,37.699774220300014,1575.4492220060697,41.82322444711336,89.26166666666667
25,1500.0,1559.9,36.940949853560205,1588.7490470699624,43.007126789663516,87.465
26,1560.0,1619.9,36.74948396510638,1613.983787685964,43.94099368055229,87.01166666666667
27,1620.0,1679.9,36.03219080211208,1582.4384705876473,43.93864519314447,85.31333333333333
28,1680.0,1739.9,37.764534741394684,1618.4284769973501,42.839863555066486,89.415
29,1740.0,1799.9,37.53716899885576,1633.5105983551434,43.505785515965584,88.87666666666667
30,1800.0,1859.9,37.78354054649856,1663.3192477239438,44.03032498262062,89.46
31,1860.0,1919.9,37.644868561111046,1626.8035725427444,43.200629838803586,89.13166666666666
32,1920.0,1979.9,37.418206737279675,1656.4775229121549,44.28384526208143,88.595
33,1980.0,2039.9,36.368663944321376,1588.3067084323673,43.68215094247799,86.11
34,2040.0,2099.9,37.8201443192912,1612.734183361035,42.635374766961974,89.54666666666667
35,2100.0,2159.9,36.733293834832715,1624.3828572393031,44.23132184545378,86.97333333333333
