bin,time_start,time_end,density_veh_per_mi,flow_vph,speed_mph,N_mainline
36,2160.0,2219.9,35.76258993712011,1533.2432298331728,42.882071104831006,84.675
37,2220.0,2279.9,37.13241574201404,1543.7186745774372,41.57019288452113,87.91833333333334
38,2280.0,2339.9,36.565057263728065,1582.109997109946,43.24366617114395,86.575
39,2340.0,2399.9,35.34657398095757,1504.3778970270148,42.5712876384276,83.69
40,2400.0,2459.9,36.75159572122904,1588.6068809893886,43.22511678851017,87.01666666666667
41,2460.0,2519.9,35.31560155782533,1560.04031281179,44.18125935626972,83.61666666666666
42,2520.0,2579.9,33.8943896872802,1471.2205554112907,43.411589123850455,80.25166666666667
43,2580.0,2639.9,36.440463652491566,1559.605992571659,42.79811171738176,86.28
44,2640.0,2699.9,35.18960010917373,1570.57674761617,44.63805578844774,83.31833333333333
45,2700.0,2759.9,34.43288749855659,1481.8642261652649,43.04685010925665,81.52666666666667
46,2760.0,2819.9,36.05682795687636,1527.118078897868,42.34836981869259,85.37166666666667
47,2820.0,2879.9,35.33812695646696,1514.2038463647398,42.84605832286322,83.67
48,2880.0,2939.9,34.42021696182067,1494.616234811387,43.434281719119575,81.49666666666667
49,2940.0,2999.9,36.03993390789515,1535.9304798666487,42.588501985518235,85.33166666666666
50,3000.0,3059.9,35.10583378297519,1512.195253902501,43.058791172557804,83.12
51,3060.0,3119.9,36.707952761360886,1613.0561501521786,43.96967287190996,86.91333333333333
52,3120.0,3179.9,35.38880910341062,1541.9925814594276,43.56690206969211,83.79
53,3180.0,3239.9,35.57745931703425,1552.3529998028107,43.67159477755184,84.23666666666666
54,3240.0,3299.9,35.42400503878817,1507.9767947065175,42.585630494220545,83.87333333333333
55,3300.0,3359.9,36.99937510628693,1560.1670960405474,42.16263617270212,87.60333333333334
56,3360.0,3419.9,36.2581487072359,1566.708646730084,43.2517593005947,85.84833333333333
57,3420.0,3479.9,36.551682808284596,1562.1638606263264,42.76394160300794,86.54333333333334
58,3480.0,3539.9,37.66387436621491,1602.6766588312046,42.54866965660063,89.17666666666666
59,3540.0,3599.9,37.4393242985062,1621.8140859636987,43.331410380076534,88.645
60,3600.0,3659.9,37.26193678420339,1601.3804378169227,43.00816342250794,88.225
61,3660.0,3719.9,37.67513706553573,1567.955709812929,41.61775294167618,89.20333333333333
62,3720.0,3779.9,37.50549265701598,1639.1783872864492,43.71417233306969,88.80166666666666
63,3780.0,3839.9,36.912089186550624,1595.5139591853717,43.250480926494994,87.39666666666666
64,3840.0,3899.9,38.590231385351814,1636.7750706923825,42.41439654748897,91.37
65,3900.0,3959.9,37.26193678420339,1625.2194166435597,43.62750636325456,88.225
66,3960.0,4019.9,35.629549301393006,1552.1931903282555,43.58042476316136,84.36
67,4020.0,4079.9,37.15282938453301,1616.9657517720989,43.50815105784102,87.96666666666667
68,4080.0,4139.9,35.782299660931535,1551.4938384668844,43.398730227572145,84.72166666666666
69,4140.0,4199.9,35.84283666978091,1544.9501379056487,43.13809425141271,84.865
70,4200.0,4259.9,35.80623289698826,1549.1116312883407,43.25299991634573,84.77833333333334
71,4260.0,4319.9,36.26448397560386,1588.7248736782515,43.809652467033644,85.86333333333333
72,4320.0,4379.9,35.642219838128916,1545.4603802287577,43.36677310514793,84.39
73,4380.0,4439.9,37.09510805051384,1586.5127634598173,42.732156666237536,87.83
74,4440.0,4499.9,36.479179181406856,1594.6769796858068,43.73457400070574,86.37166666666667
75,4500.0,4559.9,38.59656665371977,1568.7161388535744,40.646609396729794,91.385
76,4560.0,4619.9,36.9740340328151,1582.1108107565994,42.801930229417295,87.54333333333334
77,4620.0,4679.9,36.09906307932941,1583.6652557558111,43.883902125151785,85.47166666666666
78,4680.0,4739.9,35.58872201635506,1549.955399481301,43.57274277263821,84.26333333333334
79,4740.0,4799.9,37.29642880087338,1625.0169019855316,43.553478037836825,88.30666666666667
80,4800.0,4859.9,35.487357722467735,1545.6193356523272,43.570959395604,84.02333333333333
81,4860.0,4919.9,35.45145786838265,1549.0366278714434,43.729937464665234,83.93833333333333
82,4920.0,4979.9,36.14692955144287,1557.477894290813,43.066571979572586,85.585
83,4980.0,5039.9,36.20746656029224,1572.8136017576257,43.427375970968605,85.72833333333334
84,5040.0,5099.9,35.319825070070635,1502.5094692090906,42.58139831751215,83.62666666666667
85,5100.0,5159.9,36.71006451748353,1477.2321223167655,40.234385928674605,86.91833333333334
86,5160.0,5219.9,36.79875827463494,1573.7884751530305,42.76642718349376,87.12833333333333
87,5220.0,5279.9,36.537604434133584,1486.5833136355739,40.69557515756372,86.51
88,5280.0,5339.9,38.53954923840815,1583.8871016195833,41.11096925526685,91.25
89,5340.0,5399.9,37.17605870188219,1616.9258913287727,43.49482822895776,88.02166666666666
90,5400.0,5459.9,35.093163246239264,1511.745735183819,43.11098156468334,83.09
91,5460.0,5519.9,35.84776410073377,1574.6517470698382,43.91286061680511,84.87666666666667
92,5520.0,5579.9,36.106806185112475,1587.9720423317149,43.98866545009786,85.49
93,5580.0,5639.9,35.28392521598555,1526.0128553956915,43.27541470098997,83.54166666666667
94,5640.0,5699.9,37.07962183894772,1540.5525936096938,41.54818607772453,87.79333333333334
95,5700.0,5759.9,36.649527508634165,1559.6300045473174,42.60477671703477,86.775
96,5760.0,5819.9,37.59207465804473,1511.7046818424126,40.23990259871211,89.00666666666666
97,5820.0,5879.9,36.02444769632903,1539.657000049518,42.73332313023782,85.295
98,5880.0,5939.9,36.550978889577046,1586.4345624314155,43.42951984073008,86.54166666666667
99,5940.0,5999.9,37.6885115209792,1564.3155801663997,41.53435094309781,89.235
