bin,time_start,time_end,density_veh_per_mi,flow_vph,speed_mph,N_mainline
83,4980.0,5039.9,20.803613482957346,960.641658726151,46.1919025225845,49.25666666666667
84,5040.0,5099.9,19.58653803760195,885.6065575145204,45.22926866035039,46.375
85,5100.0,5159.9,20.728998099956957,947.865141357609,45.70276234840781,49.08
86,5160.0,5219.9,21.12178473877032,971.2681033575418,45.94785196360857,50.01
87,5220.0,5279.9,20.386189689379698,914.5511433630709,44.84861340840745,48.26833333333333
88,5280.0,5339.9,21.228076463610495,980.2084687254282,46.123663862020805,50.26166666666666
89,5340.0,5399.9,20.763490116626944,951.2443247629423,45.79674177525451,49.16166666666667
90,5400.0,5459.9,20.113069230849977,928.5197711526005,46.179146129980964,47.62166666666667
91,5460.0,5519.9,20.123628011463236,933.5770953146884,46.39104821603994,47.64666666666667
92,5520.0,5579.9,20.948620736712815,982.8508008566091,46.90908775869039,49.6
93,5580.0,5639.9,19.98988345702858,909.2426672815508,45.505620191195405,47.33
94,5640.0,5699.9,21.04435368093973,965.6089709277596,45.872714557471156,49.82666666666667
95,5700.0,5759.9,21.033794900326466,979.8704727195936,46.55408024053341,49.80166666666667
96,5760.0,5819.9,20.07364978322713,910.2165959997293,45.34595721635312,47.528333333333336
97,5820.0,5879.9,20.924687500656084,974.026805315055,46.50879221201575,49.54333333333334
98,5880.0,5939.9,20.883156296910588,975.317888900528,46.6905927717427,49.445
99,5940.0,5999.9,20.042677360094892,929.1625261600407,46.354190078455446,47.455
